Table Name,Column Name,Column Type,Is Nullable,Column Key,Extra,Default_Value,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME,Max_Length,NUMERIC_PRECISION,NUMERIC_SCALE,context_for_ai
basket_builder_logs,basket_10_max,int,NO,,,,,,,10.0,0.0,"The basket_10_max column in the basket_builder_logs table is a required integer field that tracks the maximum number of items allowed in a user's shopping basket when configured with a limit of 10 items. This constraint-related field helps monitor and enforce basket size limitations, making it useful in queries that analyze basket capacity restrictions or validate compliance with size limits."
basket_builder_logs,price,"decimal(10,2)",NO,,,,,,,10.0,2.0,"The 'price' column in the basket_builder_logs table stores the monetary value (with 2 decimal places) associated with basket-related events, such as item prices or total basket values. This non-nullable decimal field can be used in SQL queries for financial calculations, price-based filtering, or aggregating basket values, and supports values up to 8 digits before the decimal point."
basket_builder_logs,featured,tinyint,NO,,,,,,,3.0,0.0,"The 'featured' column in the basket_builder_logs table is a boolean flag (stored as tinyint) that indicates whether the logged basket action involved a featured item or promotion. When writing queries, use this column with values 1 (true) or 0 (false) to filter or analyze basket events specifically related to featured items, such as ""SELECT * FROM basket_builder_logs WHERE featured = 1"" to retrieve all basket actions involving featured items."
basket_builder_logs,quantity,int,NO,,,,,,,10.0,0.0,"The `quantity` column in the basket_builder_logs table stores the numeric count of items involved in each basket modification event as a non-null integer value. This column is essential for tracking how many units of a product were added, removed, or modified during basket builder interactions, providing crucial information for analyzing user shopping behavior and basket composition changes."
basket_builder_logs,created_at,timestamp,NO,,DEFAULT_GENERATED,CURRENT_TIMESTAMP,,,,,,"The created_at column in the basket_builder_logs table stores the exact timestamp when a basket-related event or action was recorded, automatically populated with CURRENT_TIMESTAMP when a new log entry is created. This timestamp field is essential for temporal analysis of basket activities and can be used in SQL queries for filtering events within specific time periods or ordering basket actions chronologically."
basket_builder_logs,is_top_new,tinyint,YES,,,0,,,,3.0,0.0,"The `is_top_new` column in the basket_builder_logs table is a boolean flag (stored as a tinyint) that indicates whether a basket modification represents a new item being added to the top of the basket. When querying this column, use values 0 and 1, where 1 typically indicates a new top item addition and 0 indicates other types of basket modifications."
basket_builder_logs,super_featured,tinyint,YES,,,0,,,,3.0,0.0,"The `super_featured` column in the basket_builder_logs table is a boolean flag (stored as a tinyint) that indicates whether the logged basket action involved a super-featured item or promotion. When querying this column, use 1 to filter for super-featured events and 0 for standard events, making it useful for analyzing special promotional or featured item interactions within the basket builder functionality."
basket_builder_logs,basket_11_max,int,NO,,,,,,,10.0,0.0,"The basket_11_max column in the basket_builder_logs table stores an integer value representing the maximum number of items allowed in a specific basket configuration (specifically for basket type 11). When writing queries, this column can be used to validate or analyze basket size limits, and since it's non-nullable, you can reliably use it in comparisons without needing to handle NULL cases."
basket_builder_logs,basket_12_max,int,NO,,,,,,,10.0,0.0,"The basket_12_max column in the basket_builder_logs table stores an integer value representing the maximum number of items allowed in a 12-month subscription basket. This non-nullable field is used to track and enforce basket size limitations, helping ensure users don't exceed the permitted quantity when building their subscription baskets."
basket_builder_logs,basket_13_max,int,NO,,,,,,,10.0,0.0,"The basket_13_max column in the basket_builder_logs table stores an integer value representing the maximum number of items allowed in a specific basket configuration (specifically for basket type 13). When writing queries, this column can be used to validate or analyze basket size limits, and since it's non-nullable, you can reliably use it in comparisons without needing to handle NULL cases."
basket_builder_logs,exclude_from_random_base_basket_content,int,NO,,,,,,,10.0,0.0,"This boolean flag (stored as an integer) indicates whether specific items or configurations should be excluded when generating random base basket content. When writing queries, use this column with a value of 1 to identify entries that should be skipped during random basket generation processes, or 0 for entries that are eligible for inclusion in random baskets."
basket_design_product_availability,availability_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The availability_id column serves as the primary key in the basket_design_product_availability table, uniquely identifying each product availability record for basket designs. This non-nullable integer field is essential for referencing specific availability statuses and can be used in JOIN operations or WHERE clauses when querying product availability information."
basket_design_product_availability,product_id,int,NO,MUL,,,,,,10.0,0.0,"The product_id column in the basket_design_product_availability table serves as a foreign key that references the unique identifier of a product, linking it to its availability status within specific basket designs. When writing queries, this column can be used to join with the products table to access detailed product information or to filter/group availability records for specific products."
basket_design_product_availability,basket_design_id,int,NO,MUL,,,,,,10.0,0.0,"The basket_design_id column serves as a foreign key in the basket_design_product_availability table, linking each availability record to a specific basket design configuration. This non-nullable integer column is indexed (MUL) to optimize queries that filter or join based on basket design relationships, making it essential for tracking product availability within particular basket configurations."
basket_design_product_availability,confirmed,int,YES,,,0,,,,10.0,0.0,"The ""confirmed"" column in the basket_design_product_availability table is an integer flag (likely 0 or 1) that indicates whether a product's availability status has been verified or confirmed for a specific basket design. When querying this column, you can use it to filter for products with confirmed or unconfirmed availability status, helping to ensure accurate inventory management in basket configurations."
basket_design_product_availability,min_quantity,int,NO,,,,,,,10.0,0.0,The min_quantity column represents the minimum required quantity of a product that must be included when using it in a basket design. This non-nullable integer field can be used in SQL queries to enforce minimum quantity requirements or to filter basket designs based on quantity thresholds.
basket_design_product_availability,max_quantity,int,NO,,,,,,,10.0,0.0,The max_quantity column represents the maximum number of units available for a specific product within a basket design configuration. This required integer field helps enforce inventory limits and can be used in SQL queries to validate if requested quantities are within allowed thresholds or to check stock availability.
basket_design_product_availability,default_quantity,int,NO,,,,,,,10.0,0.0,"The default_quantity column represents the standard or initial quantity of a product that should be included when adding this item to a basket design. As a non-nullable integer, this column ensures every product in a basket design has a predefined default quantity value, which can be used as a starting point for inventory calculations or when automatically populating basket quantities."
basket_designer_locks,id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The 'id' column serves as the primary key in the basket_designer_locks table, uniquely identifying each lock record with an auto-incrementing integer value. When writing SQL queries involving basket designer locks, this column can be used for precise record identification and joins, though in most cases you'll likely want to filter or join using the basket_designer_locked_by field instead for user-related operations."
basket_designer_locks,basket_designer_locked,tinyint(1),NO,,,,,,,3.0,0.0,"The basket_designer_locked column is a boolean flag (stored as tinyint(1)) that indicates whether the basket designer is currently locked for editing. When this column is set to 1, it means the basket designer is locked by a user (specified in basket_designer_locked_by), while 0 indicates the designer is available for editing."
basket_designer_locks,basket_designer_locked_by,int,YES,MUL,,,users,user_id,,10.0,0.0,"The basket_designer_locked_by column stores the user_id of the person who currently has a lock on the basket designer, with NULL indicating no active lock. When writing queries, this column can be joined with the users table to get information about who has the current lock, and its nullable property allows for tracking when the designer is unlocked."
basket_designer_locks,date,date,NO,,,,,,,,,The 'date' column in the basket_designer_locks table stores the date when a lock was created for the basket designer feature. This non-nullable date field helps track when users began their editing sessions and can be useful for identifying stale locks or generating reports on basket designer usage patterns.
basket_designs,basket_design_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The basket_design_id is the primary key column in the basket_designs table, uniquely identifying each basket design configuration. This integer column is required (non-nullable) and should be referenced when joining with other tables or filtering specific basket design records."
basket_designs,basket_id,int,NO,,,,,,,10.0,0.0,"The basket_id column in the basket_designs table serves as a unique identifier for each basket design configuration. This required integer field should be referenced when joining with other basket-related tables or when querying specific basket design settings, including their associated launch messaging configurations."
basket_designs,open_date,date,YES,,,,,,,,,"The open_date column in the basket_designs table represents the date when a specific basket design becomes available or launches to customers. This optional date field can be used to filter or sort basket designs based on their launch timing, making it particularly useful for queries that need to identify upcoming or past basket launches."
basket_designs,close_date,date,YES,MUL,,,,,,,,"The close_date column in the basket_designs table represents the date when a particular basket design configuration is no longer active or available. When writing SQL queries, this column can be used to filter for active basket designs (where close_date is NULL or greater than the current date) or to analyze historical basket configurations based on their end dates."
basket_designs,status,tinyint,NO,,,0,,,,3.0,0.0,"The 'status' column in the basket_designs table is a required (non-nullable) tinyint field that indicates the current state of a basket design configuration. When writing SQL queries, this column can be used to filter or group basket designs based on their operational status, where 0 likely represents an inactive or default state."
basket_designs,setup_status,int,NO,,,0,,,,10.0,0.0,"The setup_status column in the basket_designs table is a required integer field that tracks the configuration state of each basket design. This column likely uses predefined status codes (where 0 appears to be a default value) to indicate whether a basket's design setup is complete, pending, or in other states, helping to manage the workflow of basket configuration processes."
basket_designs,sticker_message_fr,varchar(200),NO,,,,,,200.0,,,"The sticker_message_fr column in the basket_designs table stores the French-language version of messages that appear on basket stickers, with a maximum length of 200 characters and cannot be null. This column should be used when querying for French-specific basket messaging content, particularly when generating or displaying sticker text for French-speaking customers or markets."
basket_designs,sticker_message_en,varchar(200),NO,,,,,,200.0,,,"The sticker_message_en column in the basket_designs table stores the English-language text that appears on basket stickers, with a maximum length of 200 characters and cannot be null. This column is essential for queries involving basket labeling or when retrieving customer-facing messaging that needs to be printed or displayed on physical basket materials."
basket_designs,communication_message_id_basket_launch,int,YES,MUL,,,communication_messages,communication_messages_id,,10.0,0.0,"This column stores the foreign key reference to the communication_messages table, specifically linking to the message template used when launching regular (non-vegan) baskets. When writing queries, join this column with the id column in the communication_messages table to retrieve the associated launch message content for standard basket configurations."
basket_designs,communication_message_id_reminder,int,YES,,,,,,,10.0,0.0,"This column stores the ID of a reminder message from the communication_messages table that is associated with a basket design. When writing queries, you can use this nullable foreign key to join with communication_messages to retrieve the specific reminder message content for a basket, though not all basket designs will have an associated reminder message since the field can be null."
basket_designs,communication_message_id_basket_launch_vegan,int,YES,MUL,,,communication_messages,communication_messages_id,,10.0,0.0,"This column stores the foreign key reference to a specific message ID in the communication_messages table that is used when launching vegan baskets. When writing queries involving vegan basket launch communications, join the basket_designs table with communication_messages using this column to access the associated vegan-specific launch message content."
baskets,basket_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The basket_id column serves as the primary key in the baskets table, uniquely identifying each basket record in the droppoint system. When writing SQL queries, use this column to join with other tables or filter specific basket records, as it's a non-nullable integer that ensures each basket can be distinctly referenced."
baskets,name,varchar(255),YES,,,,,,255.0,,,"The 'name' column in the baskets table stores descriptive text labels (up to 255 characters) that identify individual baskets in the droppoint system. This optional field can be used in SQL queries to search, filter, or display basket names, making it useful for human-readable basket identification and reporting purposes."
baskets,min_credits,varchar(255),YES,,,,,,255.0,,,"The min_credits column in the baskets table stores the minimum number of credits required for a basket as a varchar string, though it represents a numeric value. When querying this column, you may need to cast it to a numeric type for mathematical comparisons, and since it's nullable, remember to handle NULL cases appropriately in your WHERE clauses or calculations."
baskets,description,text,YES,,,,,,65535.0,,,"The `description` column in the `baskets` table stores optional text descriptions of individual baskets in the droppoint system. This free-form text field can be used to record distinguishing characteristics, condition notes, or other relevant details about each basket, which can be helpful when querying for specific baskets or generating reports."
baskets,repeat_interval,int,YES,,,7,,,,10.0,0.0,"The repeat_interval column in the baskets table represents the frequency (in days) at which a basket is scheduled for regular service or collection at its assigned droppoint. This optional integer field, which defaults to 7 days, helps determine the recurring schedule for basket maintenance or pickup operations, enabling automated scheduling and tracking of regular basket service intervals."
baskets,default_price,float,NO,,,,,,,12.0,,"The default_price column in the baskets table stores the standard monetary value (as a floating-point number) associated with each basket in the droppoint system. This non-nullable field can be used in SQL queries to calculate costs, filter baskets by price ranges, or perform price-based aggregations when analyzing basket assignments across different droppoints."
baskets,feeds,varchar(50),NO,,,1,,,50.0,,,"The 'feeds' column in the baskets table stores a varchar(50) value that indicates the feed configuration or type associated with each basket in the droppoint system. This required field (non-nullable) helps identify how each basket is configured to handle different types of feeds or input streams, which is essential for proper basket management and droppoint operations."
baskets,image_url,varchar(500),YES,,,,,,500.0,,,"The image_url column in the baskets table stores the URL path (up to 500 characters) to an image associated with each basket, which can be used for visual identification or documentation purposes. Since this field is nullable, not all basket records are required to have an associated image, making it an optional attribute when querying or inserting basket data."
baskets,image_full_url,varchar(500),YES,,,,,,500.0,,,"The image_full_url column stores the complete URL path to a high-resolution image of the basket, accepting URLs up to 500 characters in length. This optional field (nullable) can be used in queries to retrieve or filter baskets based on their image availability, or to display basket images in user interfaces."
baskets,status,tinyint,NO,,,0,,,,3.0,0.0,"The 'status' column in the baskets table is a required tinyint field that indicates the current state of each basket in the droppoint system. When querying this column, use numeric values (likely 0, 1, etc.) to filter baskets based on their operational status, such as whether they are active, inactive, or in other predefined states."
baskets,in_use,tinyint,YES,,,1,,,,3.0,0.0,"The `in_use` column in the baskets table is a boolean flag (stored as tinyint) that indicates whether a basket is currently being utilized in the droppoint system. When writing queries, use this column to filter for active/inactive baskets, where 1 typically represents a basket in use and 0 (or NULL) indicates a basket that's not currently assigned or active."
baskets,baskets_dynamic_content,tinyint,NO,,,0,,,,3.0,0.0,"The baskets_dynamic_content column is a required boolean flag (tinyint) in the baskets table that indicates whether a basket has dynamic or static content. When writing queries, use this column to filter or distinguish between baskets with fixed content (0) versus those with changeable content (1), which can be particularly useful when managing inventory or content assignments in the droppoint system."
basketsLang,l_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The 'l_id' column serves as the primary key in the basketsLang table, using an integer data type to uniquely identify each language-specific basket entry. This non-nullable field is essential for joining with other tables and maintaining referential integrity when querying basket-related translations or localized content."
basketsLang,basket_id,int,NO,,,,,,,10.0,0.0,"The basket_id column in the basketsLang table serves as a reference identifier linking language-specific content to a specific shopping basket or cart. As a non-nullable integer field, it should be used in JOIN operations to connect basket-related translations with their corresponding main basket records, and it's essential to always provide a valid basket_id value when inserting new language-specific basket content."
basketsLang,lang_id,varchar(10),NO,,,,,,10.0,,,"The lang_id column in the basketsLang table stores language identifiers (like 'en', 'es', 'fr') as text strings up to 10 characters long, and a value is required (cannot be null). This column is used to specify which language a particular basket-related text or translation corresponds to, enabling multi-language support for shopping cart functionality."
basketsLang,l_name,varchar(255),NO,,,,,,255.0,,,"The `l_name` column in the `basketsLang` table stores localized names or labels for shopping basket-related content, with a maximum length of 255 characters and cannot contain NULL values. This column is likely used to store translated versions of basket names, categories, or status labels that need to be displayed in different languages throughout the shopping interface."
basketsLang,l_description,text,YES,,,,,,65535.0,,,"The `l_description` column in the `basketsLang` table stores localized descriptive text content for shopping baskets or cart-related elements, allowing for language-specific descriptions to be maintained. As a nullable text field, it can store detailed descriptions of varying lengths or be left empty when a description isn't needed for a particular language variant."
blog,blog_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The blog_id column serves as the primary key in the blog table, uniquely identifying each blog post with a non-null integer value. This column is essential for joining with the blog_rating table to retrieve reader ratings and feedback, and should be referenced when querying specific blog posts or establishing relationships with related tables."
blog,slug,varchar(255),NO,,,,,,255.0,,,"The `slug` column in the `blog` table stores URL-friendly versions of blog post titles, formatted as lowercase text with hyphens replacing spaces (e.g., ""my-first-blog-post""). This column is required (non-nullable) and is commonly used in WHERE clauses to find specific blog posts in URLs or to generate SEO-friendly links."
blog,title,varchar(255),NO,,,,,,255.0,,,"The 'title' column in the blog table stores the main heading or title of each blog post as a text string, with a maximum length of 255 characters. Since this column is marked as NOT NULL, every blog post must have a title, making it a required field when inserting or updating records in the blog table."
blog,body,longtext,YES,,,,,,4294967295.0,,,"The 'body' column in the blog table stores the main content or text of each blog post using the longtext data type, which can accommodate large amounts of formatted text content. When querying this column, you can use text-based functions like LIKE, SUBSTRING, or LOCATE to search or manipulate the blog post content, and since it's nullable, remember to handle potential NULL values appropriately in your queries."
blog,image_url,varchar(500),YES,,,,,,500.0,,,"The image_url column in the blog table stores the web URL or file path (up to 500 characters) pointing to the featured image associated with each blog post. This optional field (nullable) can be used in SQL queries to retrieve or filter blog posts based on whether they have images, or to display the corresponding images alongside blog content in the application interface."
blog,blog_category_id,int,NO,,,,,,,10.0,0.0,"The blog_category_id column in the blog table is a required integer field that identifies the category classification of each blog post. This column likely serves as a foreign key linking to a category reference table, allowing for the organization and filtering of blog posts by their topical categories (though no explicit foreign key constraint is shown in the provided information)."
blog,recipe_preparation_time,varchar(255),YES,,,,,,255.0,,,"The recipe_preparation_time column in the blog table stores the estimated time required to prepare a recipe, formatted as a text string (e.g., ""30 minutes"" or ""2 hours""). This optional field is specifically relevant for blog posts containing recipes and can be used in queries to filter or sort recipe-based content by preparation duration, though its nullable nature means not all blog posts will have this information."
blog,recipe_total_time,varchar(255),YES,,,,,,255.0,,,"The recipe_total_time column in the blog table stores the total preparation and cooking time for recipe-based blog posts as a text string (e.g., ""45 minutes"" or ""2 hours 30 minutes""). When querying recipe-related blog posts, this column can be used to filter or sort content based on cooking duration, though note that since it's a VARCHAR field, string comparison rules will apply rather than numerical comparisons."
blog,recipe_serves,varchar(255),YES,,,,,,255.0,,,"The recipe_serves column in the blog table indicates the number of people a recipe featured in a blog post is intended to serve, stored as a text value (e.g., ""4-6 people"" or ""8 servings""). This optional field is specifically relevant for food and recipe-related blog posts, and can be used in queries to filter or display serving size information when presenting recipe content."
blog,recipe_ingredients_left,text,YES,,,,,,65535.0,,,"The recipe_ingredients_left column in the blog table stores text content specifically for listing ingredients in recipe-focused blog posts, likely representing the left-hand or primary ingredient section of a recipe format. When querying recipe-related blog posts, this column can be used to search for specific ingredients or filter posts based on ingredient content, though its nullable property means some blog posts may not contain recipe information."
blog,recipe_ingredients_right,text,YES,,,,,,65535.0,,,"The recipe_ingredients_right column in the blog table stores text content specifically related to the right-hand portion or section of recipe ingredients in blog posts. When querying recipe-related blog content, this column can be used to access or filter the ingredient listings that appear on the right side of the recipe layout, though its nullable property indicates that not all blog posts will necessarily contain recipe ingredients."
blog,recipe_directions,text,YES,,,,,,65535.0,,,"The recipe_directions column in the blog table stores the step-by-step cooking instructions for blog posts that contain recipes, stored as free-form text. When querying this column, consider using text search functions (like LIKE or ILIKE) to find specific cooking techniques or ingredients within the directions, and note that since it's nullable, you should handle NULL values appropriately in your queries."
blog,frontpage,tinyint,NO,,,0,,,,3.0,0.0,"The 'frontpage' column in the blog table is a boolean flag (stored as tinyint) that indicates whether a blog post should be featured on the website's front page, where 0 typically means not featured and 1 means featured. When querying blog posts for front page display, use this column in WHERE clauses (e.g., WHERE frontpage = 1) to filter for featured content."
blog,sticky,tinyint,NO,,,0,,,,3.0,0.0,"The 'sticky' column in the blog table is a boolean flag (stored as tinyint) that indicates whether a blog post should be ""stuck"" or pinned to the top of the blog listing. When querying blog posts, you can use this column to prioritize sticky posts (where sticky = 1) over regular posts (where sticky = 0), typically combining it with ORDER BY to ensure pinned content appears first."
blog,status,tinyint,NO,,,1,,,,3.0,0.0,"The 'status' column in the blog table is a required (non-nullable) tinyint field that indicates the current state of a blog post, likely using predefined status codes (e.g., 1 for published, 0 for draft). When querying blog posts, this column can be used to filter for specific post states, such as `WHERE status = 1` to retrieve only published posts."
blog,created,datetime,NO,,,,,,,,,"The 'created' column in the blog table stores the timestamp indicating when each blog post was initially created, using a datetime format. This non-nullable field is essential for tracking the chronological order of blog posts and can be used in SQL queries for filtering content by date ranges, sorting posts chronologically, or analyzing posting patterns over time."
blog,updated,datetime,NO,,,,,,,,,"The 'updated' column in the blog table stores the timestamp of when a blog post was last modified, using a datetime format that captures both the date and time of the update. This non-nullable field is essential for tracking content revisions and can be used in SQL queries to filter or sort blog posts based on their modification dates, such as finding recently updated content or identifying posts that haven't been updated within a specific timeframe."
blog,user_id,int,NO,,,,,,,10.0,0.0,"The user_id column in the blog table is a required integer field that identifies the user who authored each blog post. This column likely links to a users or authors table, making it possible to join and retrieve author information for any given blog post."
blog,meta_title,varchar(255),YES,,,,,,255.0,,,"The meta_title column in the blog table stores SEO-optimized titles for blog posts, which may differ from the main display title and is used specifically for search engine optimization purposes. This optional VARCHAR field, limited to 255 characters, can be used in SQL queries to analyze or filter blog posts based on their SEO metadata, such as finding posts with specific keywords in their meta titles or identifying posts lacking meta titles (WHERE meta_title IS NULL)."
blog,meta_desc,varchar(255),YES,,,,,,255.0,,,"The meta_desc column in the blog table stores the meta description for blog posts, which is a brief summary (up to 255 characters) used for SEO purposes and preview snippets in search results. When querying this column, you can use it to filter or search for blog posts based on their meta descriptions, though be aware that it can contain NULL values since it's an optional field."
blog,publish_datetime,datetime,YES,,,,,,,,,"The publish_datetime column in the blog table stores the date and time when each blog post was published, using a standard datetime format. This column can be used for filtering posts by publication date, sorting content chronologically, or analyzing posting patterns over time, making it particularly useful in queries that need to display recent posts or track content publication timelines."
blog,image_offset,int,YES,,,,,,,10.0,0.0,"The `image_offset` column in the blog table represents the positioning or order of images within a blog post's content, stored as an integer value. This optional field (nullable) helps determine where images should be placed when rendering the blog post, allowing for proper layout and formatting of visual content within the text."
blogLang,l_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The `l_id` column serves as the primary key in the `blogLang` table, uniquely identifying each language configuration record with an integer value. This column should be used in JOIN operations when connecting language settings to other tables, and can be referenced in WHERE clauses when filtering for specific language configurations."
blogLang,blog_id,int,YES,,,,,,,10.0,0.0,"The blog_id column in the blogLang table serves as a reference to identify specific blogs and their associated language settings. This integer column can be used in SQL queries to filter or join with other blog-related tables, making it useful for retrieving language preferences for particular blog entries or grouping language settings by blog."
blogLang,lang_id,varchar(10),NO,,,,,,10.0,,,"The lang_id column in the blogLang table stores unique language identifiers as text strings (up to 10 characters) that represent different languages supported by the blog system. This required field (non-nullable) typically contains standard language codes (like 'en', 'es', 'fr') and can be used in SQL queries to filter or join language-specific content and settings."
blogLang,l_slug,varchar(255),NO,,,,,,255.0,,,"The l_slug column in the blogLang table stores URL-friendly language identifiers (like ""en"", ""es"", ""fr"") as text strings up to 255 characters long. This required field helps identify and reference specific languages throughout the blog system, making it useful for filtering content by language or joining with other language-related tables."
blogLang,l_title,varchar(255),NO,,,,,,255.0,,,"The l_title column in the blogLang table stores the localized title or heading text for blog-related content, with a maximum length of 255 characters and cannot be null. This column is typically used when querying or filtering blog content by their translated titles in different languages, making it essential for implementing multilingual blog functionality."
blogLang,l_body,longtext,YES,,,,,,4294967295.0,,,"The `l_body` column in the `blogLang` table stores the translated or localized main content/body text of blog posts in different languages, using the longtext data type to accommodate large amounts of text content. When writing queries, this column can be used to retrieve or update the language-specific versions of blog post content, and since it's nullable, some language versions might not have translated content yet."
blogLang,l_recipe_preparation_time,varchar(255),YES,,,,,,255.0,,,"The l_recipe_preparation_time column in the blogLang table stores localized text descriptions of recipe preparation times in different languages, allowing for translated time estimates like ""30 minutes"" or ""2 hours"" to be displayed to users based on their language preference. This varchar(255) field is nullable, indicating that preparation time translations are optional and may not be available for all language variants."
blogLang,l_recipe_total_time,varchar(255),YES,,,,,,255.0,,,"The l_recipe_total_time column in the blogLang table stores the localized text representation of recipe preparation and cooking times, accommodating different language formats and time expressions. This column can be used to query or display recipe duration information in the user's preferred language, making it useful for filtering recipes by time requirements or displaying cooking durations in multilingual blog interfaces."
blogLang,l_recipe_serves,varchar(255),YES,,,,,,255.0,,,"The l_recipe_serves column in the blogLang table stores translated text descriptions of serving sizes or portions for recipes in different languages. This column can be used in SQL queries to retrieve or filter localized serving information, making it useful for displaying recipe details in the user's preferred language."
blogLang,l_recipe_ingredients_left,text,YES,,,,,,65535.0,,,"This 'l_recipe_ingredients_left' column in the blogLang table stores translated text for the ""ingredients"" section label or heading that appears on the left side of recipe displays. As part of the blog's language localization system, this column allows the ingredients section label to be displayed in different languages based on user preferences or regional settings."
blogLang,l_recipe_ingredients_right,text,YES,,,,,,65535.0,,,"This 'l_recipe_ingredients_right' column in the blogLang table stores text content for recipe ingredients that should appear on the right side of a blog's interface, likely as part of a localized/translated recipe display. When querying this column, expect to retrieve ingredient-related text content that has been translated or formatted for specific language settings, with NULL values being possible since the column is nullable."
blogLang,l_recipe_directions,text,YES,,,,,,65535.0,,,"The l_recipe_directions column in the blogLang table stores translated cooking instructions or preparation steps for recipes in different languages. This text field can be used to query or update recipe directions in various languages, supporting multilingual recipe content within the blog system."
blogLang,l_meta_title,varchar(255),YES,,,,,,255.0,,,"The l_meta_title column in the blogLang table stores SEO-friendly meta titles for blog content in different languages, with a maximum length of 255 characters. This column can be used in SQL queries to retrieve or update language-specific meta titles for blog posts, which are typically used in HTML meta tags and search engine results."
blogLang,l_meta_desc,varchar(255),YES,,,,,,255.0,,,"The l_meta_desc column in the blogLang table stores meta descriptions for blog content in different languages, with a maximum length of 255 characters. This column is used to store SEO-friendly descriptions that appear in search engine results, and being nullable indicates that not all language entries require a meta description."
blog_category,blog_category_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The blog_category_id column serves as the primary key identifier for each unique category in the blog_category table, using auto-incrementing integers. When writing SQL queries, use this column to join with other tables that reference categories or to uniquely identify specific blog categories in WHERE clauses and category-specific operations."
blog_category,parent_category_id,int,YES,,,,,,,10.0,0.0,"The parent_category_id column in the blog_category table represents the hierarchical relationship between categories by referencing the ID of a parent category, allowing for nested category structures. This optional (nullable) integer field enables the creation of category trees, where a NULL value indicates a top-level category with no parent, while a populated value points to another category that serves as its parent."
blog_category,slug,varchar(255),NO,,,,,,255.0,,,"The `slug` column in the `blog_category` table stores URL-friendly versions of category names, using lowercase letters, numbers, and hyphens (e.g., ""tech-news"" or ""lifestyle-tips""). This column is required (non-nullable) and is commonly used in WHERE clauses to filter blog posts by category in URLs or to create clean, SEO-friendly links for category pages."
blog_category,title,varchar(255),NO,,,,,,255.0,,,"The 'title' column in the blog_category table stores the display name of each content category (e.g., ""Technology"", ""Travel"", ""Food"") as a text string up to 255 characters. Since this field is marked as NOT NULL, every category must have a title, making it essential for SQL queries that need to display, filter, or group blog posts by their categorical classification."
blog_category,body,longtext,YES,,,,,,4294967295.0,,,"The `body` column in the `blog_category` table stores detailed descriptions or explanations of blog categories using the longtext data type, which can accommodate lengthy content. When querying this column, you can use text-based operations (like LIKE, CONTAINS, etc.) to search through category descriptions, and since it's nullable, be sure to handle NULL values appropriately in your queries."
blog_category,weight,int,NO,,,0,,,,10.0,0.0,"The 'weight' column in the blog_category table is a required integer field that determines the display order or priority of blog categories. This value can be used in ORDER BY clauses to control how categories are sorted in navigation menus or category listings, where higher weight values typically indicate higher priority or prominence."
blog_category,status,tinyint,NO,,,1,,,,3.0,0.0,"The `status` column in the `blog_category` table is a required (non-nullable) tinyint field that indicates whether a blog category is active or inactive, typically using 1 for active and 0 for inactive categories. When querying blog categories, you can use this column to filter for only active categories, ensuring that disabled or deprecated categories are excluded from content organization and navigation features."
blog_category,created,datetime,NO,,,,,,,,,"The 'created' column in the blog_category table stores the timestamp when each category was initially added to the system, using a datetime format that captures both the date and time of creation. This non-nullable field is useful for tracking category history and can be used in SQL queries to filter or sort categories by their creation date, such as finding recently added categories or analyzing category growth over time."
blog_category,updated,datetime,NO,,,,,,,,,"The 'updated' column in the blog_category table records the most recent timestamp when a category's information was modified, using a datetime format. This non-nullable field helps track the chronological history of category changes and can be useful for auditing purposes or displaying ""last modified"" information in content management interfaces."
blog_category,user_id,int,NO,,,,,,,10.0,0.0,"The user_id column in the blog_category table is a required integer field that identifies which user created or owns a particular blog category. When writing queries, this column can be used to filter categories by user ownership or join with the users table to get information about category creators."
blog_categoryLang,l_id,int,NO,PRI,auto_increment,,,,,10.0,0.0,"The `l_id` column in the `blog_categoryLang` table serves as the primary key identifier for each unique language-specific category translation record. When writing SQL queries, use this column for precise record identification, joining with related tables, or when you need to reference a specific category translation entry (e.g., `WHERE l_id = value` or `JOIN` operations)."
blog_categoryLang,blog_category_id,int,YES,,,,,,,10.0,0.0,"The blog_category_id column in the blog_categoryLang table serves as a reference to connect language-specific translations with their corresponding base category entries. When writing queries, this column should be used to join with the main blog categories table to retrieve or filter category translations for specific category IDs, making it essential for multi-language content operations."
blog_categoryLang,lang_id,varchar(10),NO,,,,,,10.0,,,"The lang_id column in the blog_categoryLang table stores language identifiers (like 'en', 'es', 'fr') as character strings up to 10 characters long, representing the specific language of each category translation. This required field is essential for filtering and retrieving category content in specific languages, making it a fundamental component for implementing multi-language functionality in the blog system."
blog_categoryLang,l_slug,varchar(255),NO,,,,,,255.0,,,"The l_slug column in blog_categoryLang stores URL-friendly versions of translated category names, used for generating localized URLs in different languages. This non-nullable varchar(255) field helps create language-specific SEO-friendly URLs for blog category pages, ensuring each language version has its own unique, readable path in the URL structure."
