<<<<<<< HEAD
Source Table,Source Column,Target Table,Target Column,UPDATE_RULE,DELETE_RULE,Is_Required
task_type_inventorycheck_lot_verification,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id,RESTRICT,RESTRICT,NO
task_type_inventorycheck_lot_verification,lot_id,inventory,lot_id,RESTRICT,RESTRICT,NO
task_type_it,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_it,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_label_printing,task_id,task,task_id,NO ACTION,NO ACTION,YES
task_type_label_printing,user_id,users,user_id,NO ACTION,NO ACTION,NO
task_type_loadbasket,lbri_id,load_basket_route_info,route_info_id,RESTRICT,RESTRICT,YES
task_type_loadbasket,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_portioning,supplier_forecast_orders_id,supplier_forecast_orders,supplier_forecast_orders_id,RESTRICT,RESTRICT,YES
task_type_portioning,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_portioning,product_id,products,product_id,RESTRICT,RESTRICT,NO
task_type_portioning_location_details,task_type_portioning_id,task_type_portioning,task_type_portioning_id,RESTRICT,RESTRICT,NO
task_type_prepbasket,reserved_by,users,user_id,RESTRICT,RESTRICT,YES
task_type_prepbasket,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_prepbasket,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_prepbasket_weight,task_type_prepbasket_id,task_type_prepbasket,task_type_prepbasket_id,RESTRICT,RESTRICT,NO
task_type_prepbaskethelper,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_prepbaskethelper,helping_task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_prepcart,cart_id,cart,cart_id,RESTRICT,RESTRICT,NO
task_type_prepcart,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_quality_portioning,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_quality_portioning,task_id_to_qa,task,task_id,RESTRICT,RESTRICT,NO
task_type_qualitycheck,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_qualitycheck,task_type_prepbasket_id,task_type_prepbasket,task_type_prepbasket_id,RESTRICT,RESTRICT,NO
task_type_qualitycheck_issue,lot_id,inventory,lot_id,RESTRICT,RESTRICT,NO
task_type_qualitycheck_issue,task_type_qualitycheck_id,task_type_qualitycheck,task_type_qualitycheck_id,RESTRICT,RESTRICT,NO
task_type_qualitycheck_weight,task_type_qualitycheck_id,task_type_qualitycheck,task_type_qualitycheck_id,RESTRICT,RESTRICT,NO
task_type_qualitycheck_weight,task_type_prepbasket_weight_id,task_type_prepbasket_weight,task_type_prepbasket_weight_id,RESTRICT,RESTRICT,NO
task_type_reception,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_reception,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_role,task_type_defaults_id,task_type_defaults,task_type_id,RESTRICT,RESTRICT,NO
task_type_role_employee_priority,employee_id,users,user_id,RESTRICT,RESTRICT,NO
task_type_role_employee_priority,task_type_defaults_id,task_type_defaults,task_type_id,RESTRICT,RESTRICT,NO
task_type_spot_check,task_id,task,task_id,RESTRICT,RESTRICT,NO
task_type_spot_check_lots,task_type_spot_check_id,task_type_spot_check,task_type_spot_check_id,RESTRICT,RESTRICT,NO
task_type_vehiclearrival,task_id,task,task_id,RESTRICT,RESTRICT,NO
tax_receipts,user_id,users,user_id,NO ACTION,NO ACTION,NO
temp_departments_lang,department_id,temp_departments,department_id,NO ACTION,NO ACTION,NO
temp_employees,user_id,users,user_id,NO ACTION,NO ACTION,NO
tier_questions,tier_id,tiers,id,CASCADE,CASCADE,NO
tier_questions,question_id,questions,id,CASCADE,CASCADE,NO
training_stats_prepbasket,training_id,employee_training,training_id,RESTRICT,RESTRICT,NO
uncompletable_logs,product_id,products,product_id,RESTRICT,RESTRICT,NO
user_charitable_amount,user_id,users,user_id,RESTRICT,RESTRICT,YES
user_comments,user_id,users,user_id,CASCADE,CASCADE,NO
user_coupons_pending,referrer_user_id,users,user_id,RESTRICT,RESTRICT,NO
user_coupons_pending,new_user_id,users,user_id,RESTRICT,RESTRICT,NO
user_coupons_pending,coupon_id,coupons,coupon_id,RESTRICT,RESTRICT,NO
user_home_deliveries,territory_id,ww_territories,id,RESTRICT,RESTRICT,NO
user_notification_message_queue,notification_messages_id,notification_messages,notification_messages_id,NO ACTION,NO ACTION,NO
user_notification_message_queue,user_id,users,user_id,NO ACTION,NO ACTION,NO
user_roles,user_id,users,user_id,NO ACTION,NO ACTION,NO
user_roles,role_id,roles,role_id,NO ACTION,NO ACTION,NO
user_teams,team_id,department_teams,department_team_id,NO ACTION,NO ACTION,NO
user_teams,user_id,users,user_id,NO ACTION,NO ACTION,NO
user_utm_referral,user_id,users,user_id,NO ACTION,NO ACTION,NO
users,dg_coordinator_company_id,companies,company_id,NO ACTION,NO ACTION,YES
users,company_id,companies,company_id,RESTRICT,RESTRICT,YES
vehicle_capacities,capacity_type_id,capacity_types,capacity_type_id,NO ACTION,NO ACTION,NO
vehicle_skills,skill_type_id,skill_types,skill_type_id,NO ACTION,NO ACTION,NO
video_watched,user_id,users,user_id,RESTRICT,RESTRICT,NO
violations,company_id,companies,company_id,RESTRICT,RESTRICT,YES
violations,ww_step_id,ww_steps,step_id,RESTRICT,RESTRICT,YES
violations,violations_order_id,orders,order_id,NO ACTION,NO ACTION,YES
ww_depots,ww_territory_id,ww_territories,id,RESTRICT,RESTRICT,NO
ww_drivers,ww_territory_id,ww_territories,id,RESTRICT,RESTRICT,NO
ww_orders,route_id,ww_routes,route_id,RESTRICT,RESTRICT,YES
ww_orders,ww_territory_id,ww_territories,id,RESTRICT,RESTRICT,NO
ww_orders,order_number,orders,order_id,RESTRICT,RESTRICT,YES
ww_orders,drop_instance_id,drop_instance,drop_instance_id,RESTRICT,RESTRICT,YES
ww_routes,operator_id,users,user_id,RESTRICT,RESTRICT,YES
ww_routes,ww_territory_id,ww_territories,id,RESTRICT,RESTRICT,NO
ww_steps,depot_id,ww_depots,depot_id,RESTRICT,RESTRICT,YES
ww_steps,user_id,users,user_id,RESTRICT,RESTRICT,YES
ww_vehicles,ww_territory_id,ww_territories,id,RESTRICT,RESTRICT,NO
ww_vehicles,reserved_for_droppoint_id,droppoints,droppoint_id,NO ACTION,NO ACTION,YES
=======
Source Table,Source Column,Target Table,Target Column
additional_lots_found,task_type_spot_check_id,task_type_spot_check,task_type_spot_check_id
ai_alternatives,ai_recipe_id,ai_recipes,ai_recipe_id
ai_ingredients,ai_recipe_id,ai_recipes,ai_recipe_id
annie_exemptions,product_id,products,product_id
authitemchild,child,authitem,name
authitemchild,parent,authitem,name
basket_designer_locks,basket_designer_locked_by,users,user_id
basket_designs,communication_message_id_basket_launch,communication_messages,communication_messages_id
basket_designs,communication_message_id_basket_launch_vegan,communication_messages,communication_messages_id
blog_rating,blog_id,blog,blog_id
bonus_comments,bonus_logging_id,bonus_logging,bonus_logging_id
bonus_logging,bonus_reason_id,bonus_reasons,bonus_reason_id
bonus_logging,task_id,task,task_id
bonus_logging,transaction_id,transactions,transaction_id
bonus_logging,created_by,users,user_id
bonus_logging,reviewer_id,users,user_id
bonus_logging,user_id,users,user_id
bonus_multipliers,multiplier_reason_id,multiplier_reasons,multiplier_reason_id
bonus_multipliers,pay_period_id,pay_periods,pay_period_id
bonus_multipliers,created_by,users,user_id
bonus_multipliers,user_id,users,user_id
bonus_rollover,user_id,users,user_id
cancelation_responses,cancelation_id,cancelation,cancelation_id
cancelation_responses,question_id,questions,id
cancelation_responses,user_id,users,user_id
careersLang,career_id,careers,career_id
cart_activity,cart_id,cart,cart_id
cart_activity,task_id,task,task_id
cart_asset_associations,asset_id,asset,asset_id
cart_asset_associations,cart_id,cart,cart_id
cart_parking_location_activity,cart_id,cart,cart_id
cart_parking_location_activity,cart_parking_location_id,cart_parking_location,cart_parking_location_id
cart_parking_location_activity,task_id,task,task_id
cleaning_violation,cleaning_violation_type_id,cleaning_violation_type,cleaning_violation_type_id
community_bee_welcome_messages_lang,community_bee_welcome_message_id,community_bee_welcome_messages,id
community_event_email_templates,community_events_id,community_events,community_events_id
community_event_email_templates,email_schedule_id,email_schedule,email_schedule_id
community_event_email_templates,email_template_id,email_template,email_template_id
community_event_email_templates,scheduled_events_id,scheduled_events,scheduled_events_id
community_event_sub_types,community_events_id,community_events,community_events_id
community_events_attachments,community_events_id,community_events,community_events_id
community_events_attachments,scheduled_events_id,scheduled_events,scheduled_events_id
community_events_availability,community_events_id,community_events,community_events_id
community_events_contacts_tags,community_institution_contacts_id,community_institution_contacts,community_institution_contacts_id
community_events_email_logs,email_template_id,email_template,email_template_id
community_events_email_logs,destination_user_id,users,user_id
community_events_email_logs,created_by,users,user_id
community_events_faq,community_events_id,community_events,community_events_id
community_events_guests,scheduled_events_id,scheduled_events,scheduled_events_id
community_events_guests,transaction_id,transactions,transaction_id
community_events_guests,user_id,users,user_id
community_events_lang,community_events_id,community_events,community_events_id
community_events_media,community_events_id,community_events,community_events_id
community_events_testimonials,community_events_id,community_events,community_events_id
community_events_testimonials,community_institution_id,community_institutions,community_institution_id
community_events_waitlist,community_events_id,community_events,community_events_id
community_events_waitlist,user_id,users,user_id
community_institution_contacts,community_institution_id,community_institutions,community_institution_id
community_institution_contacts,user_id,users,user_id
community_institution_scheduled_contacts,community_institution_contacts_id,community_institution_contacts,community_institution_contacts_id
community_institution_scheduled_contacts,scheduled_event_id,scheduled_events,scheduled_events_id
community_messages,author_id,users,user_id
community_representative_group_details,community_representative_group_id,community_representative_group,community_representative_group_id
community_representative_group_details,user_id,users,user_id
companiesLang,company_id,companies,company_id
contract,company_id,companies,company_id
coupons,child_coupon_id,coupons,coupon_id
coupons,product_id,products,product_id
coupons_droppoints,coupon_id,coupons,coupon_id
coupons_droppoints,droppoint_id,droppoints,droppoint_id
custom_rule,contract_id,contract,contract_id
daily_vehicle_capacity,capacity_type_id,capacity_types,capacity_type_id
daily_vehicle_capacity,daily_vehicle_setting_id,daily_vehicle_setting,daily_vehicle_setting_id
daily_vehicle_setting,vehicle_id,ww_vehicles,vehicle_id
daily_vehicle_skill,daily_vehicle_setting_id,daily_vehicle_setting,daily_vehicle_setting_id
daily_vehicle_skill,skill_type_id,skill_types,skill_type_id
daily_vehicle_time_window,daily_vehicle_setting_id,daily_vehicle_setting,daily_vehicle_setting_id
department_shifts,department_id,temp_departments,department_id
department_shifts_days,department_shift_id,department_shifts,department_shift_id
department_shifts_lang,department_shift_id,department_shifts,department_shift_id
department_teams,department_id,temp_departments,department_id
disabled_subcategories,subcategory_id,productSubCategories,subcategory_id
disabled_subcategories,user_id,users,user_id
driver_break,user_id,users,user_id
driver_break,route_id,ww_routes,route_id
driver_notes,driver_id,users,user_id
drop_instances_marketplaces_capacity,drop_instance_id,drop_instance,drop_instance_id
dropinstance_transfer_users,dropinstance_transfer_id,dropinstance_transfer,transfer_id
dropinstance_transfer_users,subscription_id,subscriptions,subscription_id
droppoint_applications,pup_coordinator_id,users,user_id
droppoint_applications,approved_by,users,user_id
droppoint_groupLang,droppoint_group_id,droppoint_group,droppoint_group_id
droppoint_zipcode_region,droppoint_id,droppoints,droppoint_id
droppoint_zipcode_region,zipcode_region_id,zipcode_region,zipcode_region_id
droppoints,droppoints_basket_id,baskets,basket_id
droppoints,hd_product_id,products,product_id
droppoints,primary_contact_id,users,user_id
droppoints,territory_id,ww_territories,id
droppoints_coordinators,user_id,users,user_id
email_recipients,email_campaigns_id,email_campaigns,email_campaign_id
email_schedule,email_recipients_id,email_recipients,email_recipients_id
email_schedule,email_template_id,email_template,email_template_id
email_template,email_campaigns_id,email_campaigns,email_campaign_id
email_template_auth,email_template_id,email_template,email_template_id
employee_daily_stats,root_scheduling_id,root_scheduling,id
employee_daily_stats,user_id,users,user_id
employee_daily_stats_types,employee_daily_stats_id,employee_daily_stats,employee_daily_stats_id
employee_daily_stats_types,task_type_defaults_id,task_type_defaults,task_type_id
employee_training,task_id,task,task_id
employee_training,task_type_defaults_id,task_type_defaults,task_type_id
employee_training,employee_id,users,user_id
employee_warnings,employee_id,users,user_id
employee_warnings,manager_id,users,user_id
euf_exclude_transactions,transaction_id,transactions,transaction_id
face_encodings,user_id,users,user_id
family_featured_texts,marketplace_family_id,marketplace_families,marketplace_family_id
family_featured_texts_lang,family_featured_id,family_featured_texts,family_featured_id
favorites,product_id,products,product_id
favorites,user_id,users,user_id
identification_verification,staff_id,users,user_id
identification_verification,user_id,users,user_id
institution_event_requests,community_events_id,community_events,community_events_id
institution_event_requests,community_institution_id,community_institutions,community_institution_id
institution_event_requests,scheduled_events_id,scheduled_events,scheduled_events_id
institution_event_requests,user_id_sent_by,users,user_id
inventory,origin_lot_id,inventory,lot_id
inventory,tower_confirmed_by,users,user_id
inventory_activity,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id
inventory_activity_typesLang,inventory_activity_type_id,inventory_activity_types,inventory_activity_type_id
inventory_check_action_clean,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id
inventory_check_action_clean,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id
inventory_check_action_discount,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id
inventory_check_action_expiration,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id
inventory_check_action_lotportioned,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id
inventory_check_action_recount,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id
inventory_check_action_relocate,new_loc,location_header,location_header_id
inventory_check_action_relocate,old_loc,location_header,location_header_id
inventory_check_action_relocate,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id
inventory_check_comments,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id
inventory_check_comments,created_by,users,user_id
inventory_discount,lot_id,inventory,lot_id
inventory_discount,created_by,users,user_id
inventory_status,product_id,products,product_id
load_basket_route_info,ww_route_id,ww_routes,route_id
lock_comments,reason,lock_reasons,lock_type_id
lock_comments,given_by,users,user_id
lock_comments,given_to,users,user_id
lock_comments,unlocked_by,users,user_id
manual_hours,stat_holiday_id,stat_holiday,stat_holiday_id
manual_hours,employee_id,users,user_id
manual_hours,manager_id,users,user_id
marketing_custom_urls,marketing_campaign_referral_id,marketing_campaign_referrals,marketing_campaign_referral_id
marketing_user_notes,customer_id,users,user_id
marketing_user_notes,user_id,users,user_id
marketplace_product_tag,marketplace_product_tag_product_id,products,product_id
memcached,basket_designer_locked_by,users,user_id
menuLang,menu_id,menu,menu_id
menu_itemsLang,menu_item_id,menu_items,menu_item_id
mkt_contentLang,mkt_content_id,mkt_content,mkt_content_id
model_fields,mf_subcategory_id,model_fields_subcategories,mf_subcategory_id
mp_in_meal_members,mp_meal_id,mp_in_meals,mp_meal_id
mp_in_meal_members,mp_member_id,mp_in_members,mp_member_id
mp_in_meals,user_id,users,user_id
mp_in_members,user_id,users,user_id
mp_meal_plans,order_id,orders,order_id
multiplier_comments,bonus_multiplier_id,bonus_multipliers,bonus_multiplier_id
notification_messages,email_recipients_id,email_recipients,email_recipients_id
notification_messages_lang,notification_messages_id,notification_messages,notification_messages_id
oncall_calendar,on_call_user,users,user_id
options,reason_id,cancelation_reasons,id
options,question_id,questions,id
options_lang,option_id,options,id
orders,company_id_associated,companies,company_id
orders,drop_instance_id,drop_instance,drop_instance_id
payment_logging,user_id,users,user_id
permission_log,staff_id,users,user_id
permission_log_departments,permission_log_id,permission_log,permission_log_id
permission_log_departments,department_id,temp_departments,department_id
permission_log_departments,new_parent_department_id,temp_departments,department_id
permission_log_departments,old_parent_department_id,temp_departments,department_id
permission_log_role_permissions,permission_log_id,permission_log,permission_log_id
permission_log_role_permissions,role_id_with_changed_permission,roles,role_id
permission_log_roles,permission_log_id,permission_log,permission_log_id
permission_log_roles,new_parent_role_id,roles,role_id
permission_log_roles,old_parent_role_id,roles,role_id
permission_log_roles,role_id_changed,roles,role_id
permission_log_user_roles,permission_log_id,permission_log,permission_log_id
permission_log_user_roles,new_role_id,roles,role_id
permission_log_user_roles,old_role_id,roles,role_id
permission_log_user_roles,employee_id,users,user_id
portioning_packaging_lang,portioning_packaging_id,portioning_packaging,portioning_packaging_id
portioning_speed_group_lang,portioning_speed_group_id,portioning_speed_group,portioning_speed_group_id
portioning_workstation_activity,station_id,portioning_workstation,station_id
portioning_workstation_activity,task_id,task,task_id
prepbasket_buffer,lbri_id,load_basket_route_info,route_info_id
prepbasket_buffer,order_id,orders,order_id
prepbasket_buffer,product_id,products,product_id
price_scraper_data,psd_psl_id,price_scraper_list,psl_id
price_scraper_list,psl_product_id,products,product_id
product_attributes,product_id,products,product_id
product_attributes_lang,product_attribute_id,product_attributes,product_attribute_id
product_delivery_days,product_id,products,product_id
product_discount_reasonsLang,product_discount_reason_id,product_discount_reasons,product_discount_reason_id
product_group_relations,parent_id,products,product_id
product_group_relations,child_id,products,product_id
product_sales,product_id,products,product_id
product_sales,created_by,users,user_id
product_stats,product_id,products,product_id
products,manipulation_instructions_packer,pap_handling_instructions,handling_instruction_id
products,portioning_packaging_id,portioning_packaging,portioning_packaging_id
products,portioning_speed_group_id,portioning_speed_group,portioning_speed_group_id
products,tote_format_id,tote_formats,tote_format_id
productsLang,product_id,products,product_id
products_nutritional_values,product_id,products,product_id
products_nutritional_values_generated_by_ai,product_id,products,product_id
pup_snapshots,droppoint_id,droppoints,droppoint_id
questions,category_id,question_categories,id
questions_lang,question_id,questions,id
ratings,order_id,orders,order_id
ratings,rating_feedback_type_id,rating_feedback_type,rating_feedback_type_id
ratings,ww_step_id,ww_steps,step_id
reports_log,staff_id,users,user_id
response_options,option_id,options,id
roles,department_id,temp_departments,department_id
root_employee_role_request,task_type_defaults_id,task_type_defaults,task_type_id
root_employee_role_request,employee_id,users,user_id
root_message,recipient_id,users,user_id
root_message,sender_id,users,user_id
root_scheduling,employee_id,users,user_id
route_details,droppoint_id,droppoints,droppoint_id
route_details,route_id,routes,route_id
route_details,driver_id,users,user_id
routing_jobs,drop_instance_id,drop_instance,drop_instance_id
routing_jobs,order_id,orders,order_id
routing_jobs,routing_simulation_route_id,routing_simulation_routes,routing_simulation_route_id
routing_jobs,routing_simulation_id,routing_simulations,routing_simulation_id
routing_simulation_routes,routing_simulation_id,routing_simulations,routing_simulation_id
routing_simulation_stops,routing_job_id,routing_jobs,routing_job_id
rpc_group_activity,rpc_shipment_request_id,rpc_shipment_request,rpc_shipment_request_id
rpc_group_activity,supplier_pallet_per_delivery_id,supplier_pallet_per_delivery,supplier_pallet_per_delivery_id
rpc_group_activity,supplier_id,suppliers,supplier_id
rpc_group_activity,tote_format_id,tote_formats,tote_format_id
rpc_group_activity,user_id,users,user_id
rpc_invoices,supplier_id,suppliers,supplier_id
rpc_invoices,updated_by,users,user_id
rpc_invoices_detail,rpc_invoice_id,rpc_invoices,rpc_invoice_id
rpc_invoices_detail,rpc_type_id,tote_formats,tote_format_id
rpc_shipment_request,supplier_id,suppliers,supplier_id
rpc_shipment_request,tote_format_id,tote_formats,tote_format_id
rpc_shipment_request,user_id,users,user_id
rpc_suppliers_settings,supplier_id,suppliers,supplier_id
rpc_suppliers_settings,tote_format_id,tote_formats,tote_format_id
rpc_suppliers_settings,created_by,users,user_id
rpc_suppliers_settings,updated_by,users,user_id
scheduled_event_coordinators,scheduled_events_id,scheduled_events,scheduled_events_id
scheduled_event_coordinators,user_id,users,user_id
scheduled_events,community_event_subtype_id,community_event_sub_types,community_event_subtype_id
scheduled_events,community_events_id,community_events,community_events_id
scheduled_events,community_institution_id,community_institutions,community_institution_id
scheduled_events,scheduled_event_drafts_id,scheduled_event_drafts,scheduled_event_drafts_id
scheduled_events_lang,scheduled_events_id,scheduled_events,scheduled_events_id
scheduled_sfid_logs,scheduled_sfid_id,scheduled_sfids,scheduled_sfid_id
scheduled_sfid_logs,scheduled_sfid_log_created_by,users,user_id
scheduled_sfids,scheduled_sfid_product_id,products,product_id
scheduled_sfids,scheduled_sfid_created_by,users,user_id
sfid_challenges,supplier_forecast_orders_id,supplier_forecast_orders,supplier_forecast_orders_id
sfid_challenges,challenged_by,users,user_id
sfid_challenges,response_by,users,user_id
sfid_quantity_change_log,supplier_forecast_orders_id,supplier_forecast_orders,supplier_forecast_orders_id
sfid_quantity_change_log,user_id,users,user_id
slow_routing_day,created_by,users,user_id
stat_holiday,applied_by,users,user_id
stat_holiday,created_by,users,user_id
stat_holiday,reverted_by,users,user_id
submissions_logs,product_id,products,product_id
submissions_logs,created_by,users,user_id
submissions_steps,submissions_log_id,submissions_logs,submissions_log_id
submissions_steps,user_id,users,user_id
supplier_certifications_rl,supplier_certification_id,supplier_certifications,supplier_certification_id
supplier_certifications_rl,supplier_id,suppliers,supplier_id
supplier_confirmation_and_shipping_dates_patterns,supplier_id,suppliers,supplier_id
supplier_contacts,supplier_id,suppliers,supplier_id
supplier_delivery_days,supplier_id,suppliers,supplier_id
supplier_forecast_order_reception_errors,supplier_forecast_orders_id,supplier_forecast_orders,supplier_forecast_orders_id
supplier_forecast_order_reception_errors,creator_id,users,user_id
supplier_forecast_orders,product_id,products,product_id
supplier_users,supplier_id,suppliers,supplier_id
supplier_users,user_id,users,user_id
supplier_vacations,supplier_id,suppliers,supplier_id
supplier_vacations,created_by,users,user_id
suppliersLang,supplier_id,suppliers,supplier_id
suppliers_rpc,supplier_id,suppliers,supplier_id
support_issue_comments,support_issue_id,support_issues,support_issue_id
support_issue_comments,staff_id,users,user_id
support_issues,user_id,users,user_id
survey_question_categories,category_id,question_categories,id
survey_question_categories,survey_id,survey,survey_id
task,task_type_defaults_id,task_type_defaults,task_type_id
task_comment,task_id,task,task_id
task_condensing_lots,lot_id,inventory,lot_id
task_condensing_lots,new_location_header_id,location_header,location_header_id
task_condensing_lots,task_type_condensing_id,task_type_condensing,task_type_condensing_id
task_logging,primary_task_type_id,task_type_defaults,task_type_id
task_logging,child_task_type_id,task_type_defaults,task_type_id
task_parent_child,child_id,task,task_id
task_parent_child,parent_id,task,task_id
task_speed_week,task_type_defaults_id,task_type_defaults,task_type_id
task_stats,employee_daily_stats_id,employee_daily_stats,employee_daily_stats_id
task_stats,task_id,task,task_id
task_stats,user_id,users,user_id
task_type_cleaning,task_id,task,task_id
task_type_cleaning,task_id,task,task_id
task_type_condensing,location_header_id,location_header,location_header_id
task_type_condensing,task_id,task,task_id
task_type_general_dc,task_id,task,task_id
task_type_general_dc,closed_by,users,user_id
task_type_inventory_adjustment,lot_id,inventory,lot_id
task_type_inventory_adjustment,inventory_activity_id,inventory_activity,inventory_activity_id
task_type_inventory_adjustment,task_id,task,task_id
task_type_inventorycheck,lot_id,inventory,lot_id
task_type_inventorycheck,put_away_history_id,put_away_history,put_away_history_id
task_type_inventorycheck,task_id,task,task_id
task_type_inventorycheck,blocked_by,users,user_id
task_type_inventorycheck,created_by,users,user_id
task_type_inventorycheck_lot_verification,lot_id,inventory,lot_id
task_type_inventorycheck_lot_verification,inventory_activity_id,inventory_activity,inventory_activity_id
task_type_inventorycheck_lot_verification,task_type_inventorycheck_id,task_type_inventorycheck,task_type_inventorycheck_id
task_type_it,task_id,task,task_id
task_type_it,task_id,task,task_id
task_type_label_printing,task_id,task,task_id
task_type_label_printing,user_id,users,user_id
task_type_loadbasket,lbri_id,load_basket_route_info,route_info_id
task_type_loadbasket,task_id,task,task_id
task_type_portioning,product_id,products,product_id
task_type_portioning,supplier_forecast_orders_id,supplier_forecast_orders,supplier_forecast_orders_id
task_type_portioning,task_id,task,task_id
task_type_portioning_location_details,task_type_portioning_id,task_type_portioning,task_type_portioning_id
task_type_prepbasket,task_id,task,task_id
task_type_prepbasket,task_id,task,task_id
task_type_prepbasket,reserved_by,users,user_id
task_type_prepbasket_weight,task_type_prepbasket_id,task_type_prepbasket,task_type_prepbasket_id
task_type_prepbaskethelper,task_id,task,task_id
task_type_prepbaskethelper,helping_task_id,task,task_id
task_type_prepcart,cart_id,cart,cart_id
task_type_prepcart,task_id,task,task_id
task_type_quality_portioning,task_id,task,task_id
task_type_quality_portioning,task_id_to_qa,task,task_id
task_type_qualitycheck,task_id,task,task_id
task_type_qualitycheck,task_type_prepbasket_id,task_type_prepbasket,task_type_prepbasket_id
task_type_qualitycheck_issue,lot_id,inventory,lot_id
task_type_qualitycheck_issue,task_type_qualitycheck_id,task_type_qualitycheck,task_type_qualitycheck_id
task_type_qualitycheck_weight,task_type_prepbasket_weight_id,task_type_prepbasket_weight,task_type_prepbasket_weight_id
task_type_qualitycheck_weight,task_type_qualitycheck_id,task_type_qualitycheck,task_type_qualitycheck_id
task_type_reception,task_id,task,task_id
task_type_reception,task_id,task,task_id
task_type_role,task_type_defaults_id,task_type_defaults,task_type_id
task_type_role_employee_priority,task_type_defaults_id,task_type_defaults,task_type_id
task_type_role_employee_priority,employee_id,users,user_id
task_type_spot_check,task_id,task,task_id
task_type_spot_check_lots,task_type_spot_check_id,task_type_spot_check,task_type_spot_check_id
task_type_vehiclearrival,task_id,task,task_id
tax_receipts,user_id,users,user_id
temp_departments_lang,department_id,temp_departments,department_id
temp_employees,user_id,users,user_id
tier_questions,question_id,questions,id
tier_questions,tier_id,tiers,id
training_stats_prepbasket,training_id,employee_training,training_id
uncompletable_logs,product_id,products,product_id
user_charitable_amount,user_id,users,user_id
user_comments,user_id,users,user_id
user_coupons_pending,coupon_id,coupons,coupon_id
user_coupons_pending,referrer_user_id,users,user_id
user_coupons_pending,new_user_id,users,user_id
user_home_deliveries,territory_id,ww_territories,id
user_notification_message_queue,notification_messages_id,notification_messages,notification_messages_id
user_notification_message_queue,user_id,users,user_id
user_roles,role_id,roles,role_id
user_roles,user_id,users,user_id
user_teams,team_id,department_teams,department_team_id
user_teams,user_id,users,user_id
user_utm_referral,user_id,users,user_id
users,dg_coordinator_company_id,companies,company_id
users,company_id,companies,company_id
vehicle_capacities,capacity_type_id,capacity_types,capacity_type_id
vehicle_skills,skill_type_id,skill_types,skill_type_id
video_watched,user_id,users,user_id
violations,company_id,companies,company_id
violations,violations_order_id,orders,order_id
violations,ww_step_id,ww_steps,step_id
ww_depots,ww_territory_id,ww_territories,id
ww_drivers,ww_territory_id,ww_territories,id
ww_orders,drop_instance_id,drop_instance,drop_instance_id
ww_orders,order_number,orders,order_id
ww_orders,route_id,ww_routes,route_id
ww_orders,ww_territory_id,ww_territories,id
ww_routes,operator_id,users,user_id
ww_routes,ww_territory_id,ww_territories,id
ww_steps,user_id,users,user_id
ww_steps,depot_id,ww_depots,depot_id
ww_vehicles,reserved_for_droppoint_id,droppoints,droppoint_id
ww_vehicles,ww_territory_id,ww_territories,id
>>>>>>> 857dc54 (git init)
